VBELN,KUNNR,ERDAT,ERNAM,VDATU,AUART,NETWR,WAERK
800000000006265,1001,2026-09-28,JESSICA34,2026-11-05,RUSH,22146.24,USD
800000000006266,1004,2026-07-02,NUNEZJOEL,2026-10-02,STANDARD,37067.23,USD
800000000006267,1008,2026-05-08,KELLY30,2026-07-02,RUSH,63100.89,USD
800000000006268,1007,2026-09-21,EMILY68,2026-05-08,STANDARD,57169.02,USD
800000000006269,1008,2026-07-10,HUDSONSARAH,2026-10-27,STANDARD,45201.11,USD
800000000006270,1010,2026-06-10,YWHITE,2026-11-05,RUSH,88323.3,USD
800000000006271,1008,2026-10-26,KIRSTEN62,2026-11-23,STANDARD,25948.13,USD
800000000006272,1010,2026-10-26,JOEL86,2026-10-14,STANDARD,5487.95,USD
800000000006273,1004,2026-07-10,ELIZABETH23,2026-06-27,STANDARD,75150.55,USD
800000000006274,1010,2026-10-14,ANDREA09,2026-07-11,RUSH,87425.46,USD
800000000006275,1003,2026-09-21,ANGELAMARTIN,2026-07-10,RUSH,36599.31,USD
800000000006276,1001,2026-10-31,EDWARDCRUZ,2026-05-08,RUSH,31133.09,USD
800000000006277,1009,2026-06-26,CYNTHIACOOK,2026-10-31,STANDARD,51121.79,USD
800000000006278,1008,2026-10-31,ALEXDAVIDSON,2026-09-28,RUSH,94430.75,USD
800000000006279,1001,2026-05-24,OLSONSTEPHAN,2026-06-27,STANDARD,3766.62,USD
800000000006280,1005,2026-05-07,ANDREAPOWERS,2026-05-02,STANDARD,34910.11,USD
800000000006281,1006,2026-05-08,JSMITH,2026-08-16,STANDARD,2656.19,USD
800000000006282,1005,2026-07-02,JCARTER,2026-09-29,STANDARD,39337.63,USD
800000000006283,1003,2026-07-02,DAVISEDWIN,2026-10-21,STANDARD,20117.55,USD
800000000006284,1010,2026-05-24,XRODRIGUEZ,2026-10-21,RUSH,71744.56,USD
800000000006285,1010,2026-10-27,CARTERELIZAB,2026-10-21,STANDARD,44928.6,USD
800000000006286,1002,2026-09-29,WILLISWILLIA,2026-11-05,STANDARD,39125.49,USD
800000000006287,1003,2026-06-29,IHAMILTON,2026-11-05,RUSH,31324.04,USD
800000000006288,1009,2026-08-17,JENNIFER17,2026-05-02,RUSH,90398.23,USD
800000000006289,1009,2026-09-21,HANSENJOSEPH,2026-11-11,STANDARD,29416.11,USD
800000000006290,1004,2026-07-10,PLOZANO,2026-10-31,RUSH,18740.52,USD
800000000006291,1003,2026-07-10,RAMSEYPAUL,2026-10-31,STANDARD,22669.28,USD
800000000006292,1001,2026-06-29,AGARCIA,2026-09-29,STANDARD,27938.42,USD
800000000006293,1001,2026-06-27,LISABECKER,2026-10-02,STANDARD,56357.15,USD
800000000006294,1006,2026-08-17,CUNNINGHAMMA,2026-11-11,RUSH,38012.26,USD
800000000006295,1009,2026-05-24,JARED50,2026-11-23,STANDARD,749.84,USD
800000000006296,1008,2026-07-11,MCCOYJONATHA,2026-05-09,STANDARD,98655.6,USD
800000000006297,1009,2026-06-29,ZROBINSON,2026-07-02,STANDARD,48456.83,USD
800000000006298,1005,2026-11-24,SALAZARCLAUD,2026-07-02,RUSH,61735.78,USD
800000000006299,1002,2026-05-07,ACHAVEZ,2026-06-26,RUSH,48201.61,USD
800000000006300,1002,2026-10-14,NATHANIELEDW,2026-06-26,STANDARD,36774.46,USD
800000000006301,1009,2026-09-21,HUDSONBETTY,2026-06-10,STANDARD,53293.82,USD
800000000006302,1007,2026-05-08,SUTTONJESSIC,2026-10-27,RUSH,34653.57,USD
800000000006303,1001,2026-05-07,HAMMONDBONNI,2026-11-11,RUSH,49095.03,USD
800000000006304,1007,2026-10-26,MATTHEWPIERC,2026-10-26,RUSH,30608.93,USD
800000000006305,1002,2026-10-26,ROBIN48,2026-09-28,STANDARD,26458.8,USD
800000000006306,1001,2026-10-27,WEBBLISA,2026-05-09,STANDARD,69700.57,USD
800000000006307,1006,2026-10-26,ZHALL,2026-10-27,STANDARD,90173.45,USD
800000000006308,1009,2026-10-27,LOUISKAISER,2026-08-16,RUSH,83783.45,USD
800000000006309,1003,2026-06-29,WILLIAMSAMAN,2026-07-10,STANDARD,34081.42,USD
800000000006310,1001,2026-06-10,HAYSJENNIFER,2026-07-11,STANDARD,52071.79,USD
800000000006311,1005,2026-09-21,GONZALEZMATT,2026-09-29,STANDARD,21152.17,USD
800000000006312,1001,2026-06-27,MATHEW13,2026-08-17,STANDARD,79185.48,USD
800000000006313,1005,2026-07-11,MILLSCOREY,2026-10-14,RUSH,62608.27,USD
800000000006314,1001,2026-05-02,DENNISSMITH,2026-06-26,RUSH,96760.72,USD
800000000006315,1005,2026-10-11,CANNONBRANDO,2026-10-11,RUSH,27701.52,USD
800000000006316,1001,2026-05-09,TRAVISSOLOMO,2026-05-24,RUSH,14304.41,USD
800000000006317,1006,2026-10-02,JONATHANMCKN,2026-10-26,RUSH,53644.19,USD
800000000006318,1004,2026-06-27,TIMOTHYTRAN,2026-05-07,RUSH,72899.96,USD
800000000006319,1003,2026-07-02,DAWSONBOBBY,2026-05-02,STANDARD,43966.86,USD
800000000006320,1009,2026-05-02,ALICIA25,2026-07-02,STANDARD,41558.83,USD
800000000006321,1010,2026-11-23,XHURST,2026-11-05,RUSH,59349.64,USD
800000000006322,1010,2026-09-21,JOELMARTIN,2026-08-17,STANDARD,61010.67,USD
800000000006323,1004,2026-05-02,JAMIE46,2026-09-29,STANDARD,61479.74,USD
800000000006324,1002,2026-05-02,DOMINIQUEHAL,2026-08-16,RUSH,53713.49,USD
800000000006325,1005,2026-06-09,AMANDASANTIA,2026-09-28,STANDARD,5025.55,USD
800000000006326,1007,2026-10-02,NWILLIS,2026-05-02,RUSH,89083.75,USD
800000000006327,1010,2026-05-24,ROBERTHANSEN,2026-08-17,RUSH,93009.46,USD
800000000006328,1007,2026-10-26,HALLAMY,2026-07-10,STANDARD,57647.25,USD
800000000006329,1007,2026-05-09,TCLAY,2026-10-02,STANDARD,41570.39,USD
800000000006330,1003,2026-07-11,CASEYCARRILL,2026-11-24,STANDARD,70369.44,USD
800000000006331,1001,2026-05-07,TAMMYBULLOCK,2026-11-11,RUSH,59676.02,USD
800000000006332,1006,2026-06-09,FRANK24,2026-08-17,RUSH,77601.0,USD
800000000006333,1008,2026-06-29,JWEBB,2026-05-08,RUSH,89560.62,USD
800000000006334,1004,2026-06-10,TARA73,2026-06-29,RUSH,15293.35,USD
800000000006335,1003,2026-09-29,STEELEKARA,2026-05-08,STANDARD,18097.06,USD
800000000006336,1001,2026-07-02,GRAYTODD,2026-11-23,RUSH,60231.59,USD
800000000006337,1010,2026-10-31,RTORRES,2026-06-29,STANDARD,18990.19,USD
800000000006338,1007,2026-05-24,LINDA51,2026-07-11,STANDARD,64563.0,USD
800000000006339,1002,2026-06-27,AAGUIRRE,2026-10-27,RUSH,79985.75,USD
800000000006340,1006,2026-07-02,CHRISTOPHERD,2026-05-07,STANDARD,63453.63,USD
800000000006341,1002,2026-06-29,VASQUEZRICHA,2026-10-21,STANDARD,56842.82,USD
800000000006342,1001,2026-05-24,LIUANDREW,2026-10-14,STANDARD,66114.83,USD
800000000006343,1007,2026-10-02,JASON14,2026-06-10,STANDARD,36445.87,USD
800000000006344,1004,2026-09-29,ERINBURNS,2026-05-02,STANDARD,530.38,USD
800000000006345,1003,2026-10-26,IBARRAJAMES,2026-10-21,RUSH,17754.09,USD
800000000006346,1004,2026-10-26,LUISDAVIS,2026-11-24,STANDARD,31222.21,USD
800000000006347,1006,2026-09-21,JSTONE,2026-09-29,RUSH,82138.79,USD
800000000006348,1009,2026-05-07,ANTHONYCARPE,2026-05-08,STANDARD,51728.55,USD
800000000006349,1006,2026-10-11,CLARKJOSEPH,2026-10-27,RUSH,53589.54,USD
800000000006350,1004,2026-11-11,AUTUMNSUMMER,2026-07-11,STANDARD,83508.65,USD
800000000006351,1002,2026-06-26,HEATHER72,2026-05-24,RUSH,92411.53,USD
800000000006352,1009,2026-05-24,LEBLANCROBER,2026-11-05,STANDARD,60078.61,USD
800000000006353,1005,2026-05-09,TROY81,2026-07-10,STANDARD,80194.36,USD
800000000006354,1001,2026-10-27,PAULMOORE,2026-06-09,STANDARD,55051.38,USD
800000000006355,1010,2026-09-28,DENNISMERCAD,2026-08-16,RUSH,7438.36,USD
800000000006356,1010,2026-06-10,BRIVERA,2026-10-14,RUSH,21334.11,USD
800000000006357,1010,2026-05-24,HUFFMANRICKE,2026-11-05,RUSH,76605.8,USD
800000000006358,1002,2026-05-08,TAYLORJAMIE,2026-10-14,RUSH,133.88,USD
800000000006359,1006,2026-06-27,HUNTER57,2026-08-16,STANDARD,24155.11,USD
800000000006360,1007,2026-09-21,YOUNGTAMMY,2026-10-21,STANDARD,42691.56,USD
800000000006361,1008,2026-10-02,VICTORIAROBI,2026-11-23,STANDARD,56704.59,USD
800000000006362,1002,2026-11-05,CARLOS16,2026-09-29,RUSH,21228.85,USD
800000000006363,1003,2026-05-07,MARIAHALE,2026-07-02,STANDARD,66365.71,USD
800000000006364,1009,2026-10-21,LUIS63,2026-09-29,STANDARD,11518.22,USD
800000000006365,1003,2026-05-24,GARYGREEN,2026-09-29,STANDARD,76658.74,USD
800000000006366,1003,2026-11-24,TANYAKRAUSE,2026-05-07,STANDARD,62818.54,USD
800000000006367,1001,2026-10-21,LONGCARLOS,2026-06-09,STANDARD,2656.99,USD
800000000006368,1002,2026-11-24,RYANKLEIN,2026-09-28,RUSH,74982.08,USD
800000000006369,1010,2026-08-17,XDOMINGUEZ,2026-09-29,STANDARD,15708.78,USD
800000000006370,1004,2026-10-02,MICHAELBARNE,2026-05-02,STANDARD,27071.13,USD
800000000006371,1009,2026-11-05,JENNIFERBARR,2026-07-27,STANDARD,92352.35,USD
800000000006372,1002,2026-09-21,ANDREW41,2026-05-02,RUSH,12685.65,USD
800000000006373,1004,2026-07-02,JAMES59,2026-10-11,RUSH,7844.28,USD
800000000006374,1008,2026-07-11,SAMUEL78,2026-07-27,RUSH,70754.92,USD
800000000006375,1002,2026-10-27,FULLERJESSE,2026-06-29,STANDARD,52382.18,USD
800000000006376,1010,2026-10-11,LORISMITH,2026-09-29,STANDARD,72659.54,USD
800000000006377,1006,2026-05-07,DCALDWELL,2026-10-02,RUSH,71167.57,USD
800000000006378,1001,2026-10-02,SYDNEYWILLIA,2026-10-14,STANDARD,10599.18,USD
800000000006379,1006,2026-09-29,WILLIAM01,2026-11-23,STANDARD,98999.28,USD
800000000006380,1004,2026-05-02,LCLARK,2026-07-11,RUSH,89289.76,USD
800000000006381,1005,2026-08-17,ASHLEY39,2026-05-02,STANDARD,76556.63,USD
800000000006382,1003,2026-06-29,QROBERTSON,2026-11-24,STANDARD,92970.22,USD
800000000006383,1010,2026-10-31,BRIANGARZA,2026-06-09,RUSH,73823.11,USD
800000000006384,1010,2026-10-02,SARA69,2026-10-31,RUSH,84973.0,USD
800000000006385,1003,2026-10-11,ERICA16,2026-11-23,STANDARD,63277.91,USD
800000000006386,1006,2026-05-02,KENNETHHARRI,2026-05-24,RUSH,75354.74,USD
800000000006387,1010,2026-05-24,MIRANDAKLEIN,2026-07-11,RUSH,75486.2,USD
800000000006388,1002,2026-11-24,VERONICABARR,2026-06-09,STANDARD,35861.77,USD
800000000006389,1001,2026-10-27,KARI37,2026-05-07,RUSH,10783.27,USD
800000000006390,1010,2026-05-24,AMY38,2026-05-24,RUSH,6649.33,USD
800000000006391,1010,2026-05-07,NANCY55,2026-10-14,STANDARD,38391.14,USD
800000000006392,1003,2026-11-24,BRITTANYSNYD,2026-11-11,STANDARD,56122.23,USD
800000000006393,1001,2026-06-26,MICHAEL70,2026-07-02,STANDARD,1847.08,USD
800000000006394,1006,2026-08-16,TRACYYORK,2026-09-21,STANDARD,4107.05,USD
800000000006395,1003,2026-05-02,VMARSH,2026-11-23,RUSH,38735.23,USD
800000000006396,1004,2026-11-05,CHRISTINANGU,2026-11-24,STANDARD,84891.65,USD
800000000006397,1005,2026-10-31,HARRISSHEILA,2026-05-07,RUSH,68425.28,USD
800000000006398,1008,2026-05-02,STACYSMITH,2026-06-26,STANDARD,28864.65,USD
800000000006399,1005,2026-10-21,LISA58,2026-10-27,RUSH,87818.05,USD
800000000006400,1006,2026-07-11,TANNERLISA,2026-07-27,RUSH,57448.75,USD
800000000006401,1005,2026-06-10,LARRY67,2026-10-26,RUSH,66275.1,USD
800000000006402,1006,2026-11-11,VEGAERIC,2026-10-14,RUSH,26121.39,USD
800000000006403,1005,2026-07-02,BRENDAKIM,2026-05-08,RUSH,12515.63,USD
800000000006404,1010,2026-09-28,WLEWIS,2026-05-07,STANDARD,4084.96,USD
800000000006405,1009,2026-05-07,SHELLYMARSHA,2026-08-16,RUSH,18328.4,USD
800000000006406,1010,2026-06-09,KANDREWS,2026-10-31,STANDARD,23554.3,USD
800000000006407,1001,2026-07-10,ROBERTPETERS,2026-06-10,STANDARD,45301.46,USD
800000000006408,1006,2026-11-05,TAMMY70,2026-06-10,RUSH,70630.67,USD
800000000006409,1008,2026-10-21,BPARK,2026-10-21,STANDARD,61950.06,USD
800000000006410,1006,2026-09-29,BAKERKRISTOP,2026-05-02,STANDARD,99530.07,USD
800000000006411,1010,2026-09-28,JOSEPHMONTES,2026-11-24,STANDARD,91272.31,USD
800000000006412,1006,2026-09-28,TERESA25,2026-10-27,RUSH,75177.22,USD
800000000006413,1001,2026-07-27,RANDALL30,2026-06-29,RUSH,81127.06,USD
800000000006414,1009,2026-11-05,JOSEPHCOHEN,2026-09-21,RUSH,69478.73,USD
800000000006415,1003,2026-10-26,RUBEN07,2026-06-09,STANDARD,62557.56,USD
800000000006416,1006,2026-05-08,CHRISTINE93,2026-10-27,RUSH,74707.13,USD
800000000006417,1001,2026-05-09,MMORAN,2026-10-02,STANDARD,30047.37,USD
800000000006418,1010,2026-10-02,COLLINSJOHN,2026-07-11,STANDARD,7018.3,USD
800000000006419,1003,2026-05-08,NOVAKHENRY,2026-05-02,RUSH,20974.34,USD
800000000006420,1008,2026-10-26,BBROWN,2026-06-26,STANDARD,50797.05,USD
800000000006421,1003,2026-05-07,MICHAELREED,2026-11-23,RUSH,13756.69,USD
800000000006422,1006,2026-09-28,TSCHULTZ,2026-08-17,STANDARD,70396.08,USD
800000000006423,1005,2026-10-31,ZBIRD,2026-10-02,STANDARD,8733.9,USD
800000000006424,1007,2026-06-10,MICHELESCOTT,2026-07-10,RUSH,21242.75,USD
800000000006425,1003,2026-09-21,STEVENGARCIA,2026-06-29,RUSH,19772.21,USD
800000000006426,1009,2026-10-31,MELISSA85,2026-05-08,RUSH,59803.67,USD
800000000006427,1008,2026-11-24,DEBBIE66,2026-06-26,STANDARD,86718.63,USD
800000000006428,1006,2026-08-17,ALLENLINDSAY,2026-06-29,STANDARD,5720.63,USD
800000000006429,1005,2026-05-07,LINDAACOSTA,2026-10-14,RUSH,58593.89,USD
800000000006430,1005,2026-07-02,HANSONWENDY,2026-10-21,STANDARD,15723.28,USD
800000000006431,1004,2026-10-14,CUEVASTAMARA,2026-05-24,RUSH,49782.91,USD
800000000006432,1004,2026-05-08,MATTHEWRICHM,2026-05-07,STANDARD,5159.17,USD
800000000006433,1001,2026-10-31,BRANDON31,2026-06-27,RUSH,15347.74,USD
800000000006434,1007,2026-11-24,JENNIFER47,2026-11-11,STANDARD,36285.39,USD
800000000006435,1003,2026-10-27,ZCLARKE,2026-10-26,RUSH,17903.71,USD
800000000006436,1007,2026-10-14,VANESSA56,2026-06-27,STANDARD,39031.52,USD
800000000006437,1007,2026-11-05,SANCHEZDANIE,2026-08-16,STANDARD,55579.13,USD
800000000006438,1010,2026-11-05,CASTILLOAMY,2026-05-08,STANDARD,19709.82,USD
800000000006439,1003,2026-06-26,ROWLANDKELSE,2026-10-02,RUSH,12279.18,USD
800000000006440,1006,2026-11-05,CKELLY,2026-07-10,RUSH,18262.64,USD
800000000006441,1008,2026-08-17,AROBINSON,2026-09-29,RUSH,67509.9,USD
800000000006442,1010,2026-10-14,JOHN75,2026-05-07,RUSH,39608.57,USD
800000000006443,1008,2026-06-26,TAYLOREVANS,2026-11-05,STANDARD,45069.02,USD
800000000006444,1004,2026-10-21,TBROOKS,2026-11-05,RUSH,96986.83,USD
800000000006445,1004,2026-10-11,BETHBUCHANAN,2026-10-31,STANDARD,43507.99,USD
800000000006446,1001,2026-06-29,JENNIFER17,2026-05-08,STANDARD,24550.2,USD
800000000006447,1006,2026-05-24,MILLERPAMELA,2026-05-07,RUSH,25702.82,USD
800000000006448,1009,2026-06-10,SNYDERJAMES,2026-11-23,STANDARD,7446.7,USD
800000000006449,1003,2026-10-27,GABRIELLE87,2026-08-16,STANDARD,77840.0,USD
800000000006450,1004,2026-07-27,PFRANCO,2026-10-31,STANDARD,48119.28,USD
800000000006451,1003,2026-10-21,RUSSELLMENDE,2026-05-08,RUSH,28914.43,USD
800000000006452,1004,2026-09-21,THOMAS10,2026-09-28,STANDARD,31577.92,USD
800000000006453,1001,2026-07-11,HWANG,2026-10-02,RUSH,30771.63,USD
800000000006454,1002,2026-10-27,PAMELA26,2026-05-09,STANDARD,81633.82,USD
800000000006455,1008,2026-10-26,WYATTEMILY,2026-07-02,RUSH,81179.39,USD
800000000006456,1004,2026-07-02,SHANNONSHARO,2026-06-26,STANDARD,76085.23,USD
800000000006457,1001,2026-07-10,XNORTON,2026-06-26,RUSH,97333.36,USD
800000000006458,1003,2026-05-09,OAGUIRRE,2026-11-24,STANDARD,68370.83,USD
800000000006459,1004,2026-08-16,GMARTINEZ,2026-10-14,RUSH,19631.01,USD
800000000006460,1003,2026-05-08,CHARLES25,2026-11-23,RUSH,50905.59,USD
800000000006461,1005,2026-09-29,JODI81,2026-07-11,RUSH,27369.74,USD
800000000006462,1002,2026-06-10,AMANDACAMPBE,2026-11-11,RUSH,94892.59,USD
800000000006463,1009,2026-11-23,JMITCHELL,2026-07-10,RUSH,98698.06,USD
800000000006464,1009,2026-10-02,PBUTLER,2026-11-23,RUSH,76153.36,USD
800000000006465,1006,2026-07-27,AUDREYHATFIE,2026-10-21,RUSH,30186.0,USD
800000000006466,1004,2026-07-02,JENNA42,2026-10-14,RUSH,86405.82,USD
800000000006467,1005,2026-06-09,CLARKDAVID,2026-10-11,STANDARD,47585.69,USD
800000000006468,1008,2026-05-09,PALMERSEAN,2026-10-21,RUSH,41766.0,USD
800000000006469,1007,2026-08-17,ASHLEY00,2026-06-09,RUSH,78369.09,USD
800000000006470,1001,2026-10-11,ADICKSON,2026-07-11,RUSH,81904.45,USD
800000000006471,1010,2026-11-24,DSCOTT,2026-06-29,STANDARD,48844.81,USD
800000000006472,1004,2026-09-21,JANDERSON,2026-11-23,STANDARD,7023.88,USD
800000000006473,1008,2026-08-17,THILL,2026-07-10,STANDARD,94449.66,USD
800000000006474,1004,2026-11-23,COLLINSKELLY,2026-06-26,STANDARD,88844.06,USD
800000000006475,1004,2026-08-17,LEWISROBERT,2026-10-14,STANDARD,48919.92,USD
800000000006476,1009,2026-10-27,NATHAN95,2026-08-16,STANDARD,96022.15,USD
800000000006477,1008,2026-06-29,KELLY08,2026-05-07,RUSH,50861.64,USD
800000000006478,1008,2026-06-26,KATHERINEBUT,2026-10-11,STANDARD,59578.11,USD
800000000006479,1006,2026-10-02,MICHAEL49,2026-07-10,STANDARD,45727.03,USD
800000000006480,1008,2026-07-02,DIANA25,2026-05-24,RUSH,31818.26,USD
800000000006481,1001,2026-10-26,TSTEVENSON,2026-07-10,STANDARD,18593.13,USD
800000000006482,1005,2026-10-14,XSCHMIDT,2026-09-28,RUSH,78034.03,USD
800000000006483,1008,2026-10-26,MARKADAMS,2026-06-10,STANDARD,54326.48,USD
800000000006484,1005,2026-10-26,AMY35,2026-05-24,STANDARD,42796.83,USD
800000000006485,1007,2026-09-28,DMILLER,2026-07-02,RUSH,51436.79,USD
800000000006486,1001,2026-07-27,LYDIA94,2026-10-27,RUSH,95817.65,USD
800000000006487,1006,2026-10-11,KEVIN83,2026-08-16,RUSH,31718.15,USD
800000000006488,1001,2026-07-02,BRENNANROBER,2026-07-10,STANDARD,43893.45,USD
800000000006489,1007,2026-11-24,CALEB15,2026-10-31,STANDARD,41113.49,USD
800000000006490,1007,2026-07-11,HUGHESMARGAR,2026-10-14,RUSH,99996.89,USD
800000000006491,1008,2026-07-02,JESSICA53,2026-05-08,STANDARD,62207.5,USD
800000000006492,1006,2026-06-09,IEVERETT,2026-10-11,RUSH,17139.78,USD
800000000006493,1006,2026-11-05,ERIKBARNES,2026-05-09,STANDARD,27514.49,USD
800000000006494,1007,2026-10-02,COLLIERSANDR,2026-11-05,RUSH,5233.28,USD
800000000006495,1008,2026-06-27,RILEY84,2026-05-08,STANDARD,38203.99,USD
800000000006496,1007,2026-10-14,WILLIAMREED,2026-10-02,RUSH,6231.94,USD
800000000006497,1003,2026-09-29,JOSEPH64,2026-07-10,STANDARD,23737.78,USD
800000000006498,1007,2026-09-28,WSCOTT,2026-11-23,STANDARD,44376.68,USD
800000000006499,1009,2026-05-08,DYLANJOHNSON,2026-05-07,RUSH,29547.99,USD
800000000006500,1002,2026-10-14,LAURARIVERA,2026-09-21,STANDARD,50431.1,USD
800000000006501,1007,2026-10-02,MAYKELLY,2026-05-08,STANDARD,6105.79,USD
800000000006502,1002,2026-11-24,WATKINS,2026-08-16,STANDARD,34936.24,USD
800000000006503,1003,2026-07-02,DANIELSAUNDE,2026-09-28,RUSH,37247.16,USD
800000000006504,1002,2026-10-11,TIMOTHY84,2026-06-10,STANDARD,63573.39,USD
800000000006505,1007,2026-10-02,FBALLARD,2026-05-09,STANDARD,95174.27,USD
800000000006506,1006,2026-06-26,LISA16,2026-08-16,RUSH,43001.25,USD
800000000006507,1010,2026-05-07,KRISTEN29,2026-06-27,RUSH,50389.66,USD
800000000006508,1006,2026-05-09,YCOPELAND,2026-06-27,STANDARD,85054.88,USD
800000000006509,1010,2026-06-10,HARRISASHLEY,2026-11-23,RUSH,56286.98,USD
800000000006510,1002,2026-10-27,TIMOTHYBRYAN,2026-11-05,STANDARD,31022.9,USD
800000000006511,1008,2026-11-23,GFRANKLIN,2026-11-11,RUSH,33307.59,USD
800000000006512,1007,2026-06-09,PATRICIALEWI,2026-05-08,STANDARD,68727.43,USD
800000000006513,1005,2026-07-10,CHRISTINA94,2026-11-11,STANDARD,19642.34,USD
800000000006514,1009,2026-06-26,FERGUSONAMBE,2026-05-07,RUSH,67410.65,USD
800000000006515,1008,2026-05-08,CHRISTOPHER3,2026-10-02,STANDARD,52270.09,USD
800000000006516,1009,2026-05-24,XGONZALEZ,2026-10-31,RUSH,45714.33,USD
800000000006517,1010,2026-05-24,HCARR,2026-10-11,RUSH,84759.63,USD
800000000006518,1001,2026-09-29,SANCHEZDIANE,2026-06-10,STANDARD,42399.66,USD
800000000006519,1006,2026-05-02,UROBERTS,2026-05-24,RUSH,29475.81,USD
800000000006520,1006,2026-06-09,PTREVINO,2026-11-11,STANDARD,30633.85,USD
800000000006521,1007,2026-10-14,ANDREW47,2026-11-11,RUSH,73313.12,USD
800000000006522,1009,2026-05-02,OLOPEZ,2026-11-24,STANDARD,51408.97,USD
800000000006523,1010,2026-10-02,WATKINSMELIS,2026-05-08,STANDARD,2167.14,USD
800000000006524,1006,2026-05-24,XSANDERS,2026-07-27,STANDARD,63011.76,USD
800000000006525,1010,2026-08-16,LAURENALLEN,2026-10-14,STANDARD,57042.32,USD
800000000006526,1004,2026-06-09,RRODRIGUEZ,2026-11-23,RUSH,46881.5,USD
800000000006527,1002,2026-08-17,HERNANDEZFRA,2026-10-21,RUSH,31507.95,USD
800000000006528,1006,2026-06-09,THERESASANCH,2026-11-23,RUSH,88980.66,USD
800000000006529,1004,2026-05-09,KATHERINEROB,2026-09-28,RUSH,67228.11,USD
800000000006530,1004,2026-10-14,STHOMPSON,2026-09-29,RUSH,57079.64,USD
800000000006531,1009,2026-05-08,MORENOCARLOS,2026-08-17,RUSH,8196.62,USD
800000000006532,1008,2026-05-07,PBAILEY,2026-10-31,RUSH,30370.23,USD
800000000006533,1004,2026-11-11,JAMESROGERS,2026-06-09,RUSH,50680.33,USD
800000000006534,1002,2026-09-29,JCARR,2026-10-02,RUSH,73296.73,USD
800000000006535,1001,2026-10-14,BMCCOY,2026-11-23,RUSH,87586.78,USD
800000000006536,1001,2026-11-11,JGLOVER,2026-05-09,RUSH,91653.08,USD
800000000006537,1001,2026-05-24,COPELANDSTAC,2026-10-31,RUSH,24800.27,USD
800000000006538,1007,2026-11-23,TAMARABREWER,2026-06-29,STANDARD,39581.72,USD
800000000006539,1003,2026-10-02,ANNAMILLS,2026-07-10,STANDARD,73893.75,USD
800000000006540,1005,2026-05-02,BRIANNA44,2026-05-24,RUSH,23366.15,USD
800000000006541,1010,2026-08-17,FROBERTS,2026-09-29,STANDARD,39962.88,USD
800000000006542,1002,2026-06-10,HREED,2026-10-26,STANDARD,88184.22,USD
800000000006543,1007,2026-06-29,JAMES24,2026-10-21,STANDARD,26398.01,USD
800000000006544,1010,2026-09-29,NGUYENMATTHE,2026-06-10,RUSH,69712.02,USD
800000000006545,1007,2026-10-21,PWARNER,2026-06-10,STANDARD,88136.54,USD
800000000006546,1004,2026-05-09,RICHARDSCOTT,2026-05-09,RUSH,72591.15,USD
800000000006547,1007,2026-10-14,TAYLORRYAN,2026-10-11,RUSH,59404.1,USD
800000000006548,1009,2026-11-24,MOOREMARTIN,2026-05-24,STANDARD,29424.48,USD
800000000006549,1001,2026-07-10,MICHAEL66,2026-09-28,STANDARD,78561.38,USD
800000000006550,1004,2026-05-09,OMORGAN,2026-06-26,STANDARD,74292.77,USD
800000000006551,1008,2026-07-11,PAMELA83,2026-07-02,STANDARD,52811.38,USD
800000000006552,1003,2026-05-02,JROTH,2026-11-23,RUSH,18219.63,USD
800000000006553,1007,2026-07-10,TWILLIAMS,2026-05-02,RUSH,20509.79,USD
800000000006554,1009,2026-11-11,JOSEPH94,2026-09-21,STANDARD,31362.66,USD
800000000006555,1001,2026-10-11,UMORRIS,2026-11-23,STANDARD,42333.14,USD
800000000006556,1002,2026-06-27,WCOLLINS,2026-11-05,STANDARD,55867.03,USD
800000000006557,1005,2026-07-27,HERNANDEZALE,2026-10-31,STANDARD,37793.63,USD
800000000006558,1009,2026-11-05,BENSONHECTOR,2026-11-23,RUSH,49727.25,USD
800000000006559,1004,2026-11-11,ANTHONYWHEEL,2026-05-09,STANDARD,56686.76,USD
800000000006560,1009,2026-09-21,FLORESJACQUE,2026-09-28,RUSH,34358.08,USD
800000000006561,1005,2026-09-28,KATIESINGH,2026-11-11,STANDARD,51116.69,USD
800000000006562,1003,2026-11-05,ANGELARODRIG,2026-06-27,RUSH,85671.24,USD
800000000006563,1006,2026-09-28,ATKINSDAVID,2026-06-09,STANDARD,31388.44,USD
800000000006564,1006,2026-05-09,LOPEZSARAH,2026-09-28,RUSH,3234.55,USD
800000000006565,1008,2026-06-29,YSTEVENS,2026-10-21,RUSH,10847.48,USD
800000000006566,1006,2026-07-10,DAVID34,2026-05-08,STANDARD,1367.75,USD
800000000006567,1009,2026-11-11,VROBERTS,2026-09-28,STANDARD,70949.6,USD
800000000006568,1006,2026-11-05,WEISSCHRISTI,2026-08-16,RUSH,96318.92,USD
800000000006569,1001,2026-06-26,HARDYCHRISTO,2026-11-23,RUSH,8538.37,USD
800000000006570,1001,2026-07-02,TODD24,2026-06-27,RUSH,39237.4,USD
800000000006571,1007,2026-05-02,RICHARD54,2026-10-27,RUSH,72186.38,USD
800000000006572,1003,2026-10-11,ARTHURSALINA,2026-08-17,STANDARD,88206.1,USD
800000000006573,1003,2026-09-29,MARKLYNN,2026-05-08,RUSH,84223.9,USD
800000000006574,1002,2026-05-07,PRISCILLA74,2026-10-27,STANDARD,63897.15,USD
